id_go,hagrid,go,name,type
14198,263,122,negative regulation of transcription from RNA polymerase II promoter,P
14199,263,122,negative regulation of transcription from RNA polymerase II promoter,P
14200,263,45892,"negative regulation of transcription, DNA-templated",P
14201,263,35357,peroxisome proliferator activated receptor signaling pathway,P
14202,263,1890,placenta development,P
14203,263,45600,positive regulation of fat cell differentiation,P
14204,263,46321,positive regulation of fatty acid oxidation,P
14205,263,48714,positive regulation of oligodendrocyte differentiation,P
14206,263,60100,"positive regulation of phagocytosis, engulfment",P
14207,263,51091,positive regulation of sequence-specific DNA binding transcription factor activity,P
14208,263,45944,positive regulation of transcription from RNA polymerase II promoter,P
14209,263,45944,positive regulation of transcription from RNA polymerase II promoter,P
14210,263,45893,"positive regulation of transcription, DNA-templated",P
14211,263,8217,regulation of blood pressure,P
14212,263,60694,regulation of cholesterol transporter activity,P
14213,263,42752,regulation of circadian rhythm,P
14214,263,60850,regulation of transcription involved in cell fate commitment,P
14215,263,31000,response to caffeine,P
14216,263,9409,response to cold,P
14217,263,42493,response to drug,P
14218,263,43627,response to estrogen,P
14219,263,35902,response to immobilization stress,P
14220,263,33993,response to lipid,P
14221,263,55098,response to low-density lipoprotein particle,P
14222,263,9612,response to mechanical stimulus,P
14223,263,1901558,response to metformin,P
14224,263,7584,response to nutrient,P
14225,263,32526,response to retinoic acid,P
14226,263,42594,response to starvation,P
14227,263,33189,response to vitamin A,P
14228,263,48511,rhythmic process,P
14229,263,7165,signal transduction,P
14230,263,43401,steroid hormone mediated signaling pathway,P
14231,263,6367,transcription initiation from RNA polymerase II promoter,P
14232,263,50872,white fat cell differentiation,P
14233,263,50872,white fat cell differentiation,P
14234,263,5794,Golgi apparatus,C
14235,263,90575,RNA polymerase II transcription factor complex,C
14236,263,5829,cytosol,C
14237,263,43231,intracellular membrane-bounded organelle,C
14238,263,5654,nucleoplasm,C
14239,263,5634,nucleus,C
14240,263,48471,perinuclear region of cytoplasm,C
14261,262,15914,phospholipid transport,P
14262,262,6898,receptor-mediated endocytosis,P
14263,262,10874,regulation of cholesterol efflux,P
14264,262,43691,reverse cholesterol transport,P
14265,262,70328,triglyceride homeostasis,P
14266,262,6641,triglyceride metabolic process,P
14267,262,34197,triglyceride transport,P
14268,262,34372,very-low-density lipoprotein particle remodeling,P
14269,262,70062,extracellular exosome,C
14270,262,5576,extracellular region,C
14271,262,5615,extracellular space,C
14272,262,34364,high-density lipoprotein particle,C
14273,262,31982,vesicle,C
27788,261,6281,DNA repair,P
27787,261,10521,telomerase inhibitor activity,F
27786,261,14,single-stranded DNA endodeoxyribonuclease activity,F
27785,261,3697,single-stranded DNA binding,F
27784,261,5515,protein binding,F
27783,261,47485,protein N-terminus binding,F
27782,261,8022,protein C-terminus binding,F
27781,261,4520,endodeoxyribonuclease activity,F
27780,261,4520,endodeoxyribonuclease activity,F
27779,261,4520,endodeoxyribonuclease activity,F
27778,261,3684,damaged DNA binding,F
27777,261,1094,TFIID-class transcription factor binding,F
27776,261,1990599,3' overhang single-stranded DNA endodeoxyribonuclease activity,F
27830,260,43010,camera-type eye development,P
27829,260,5515,protein binding,F
27828,260,8083,growth factor activity,F
27827,260,5006,epidermal growth factor-activated receptor activity,F
27826,260,5154,epidermal growth factor receptor binding,F
27825,260,5509,calcium ion binding,F
27855,259,71305,cellular response to vitamin D,P
27854,259,71374,cellular response to parathyroid hormone stimulus,P
27853,259,44320,cellular response to leptin stimulus,P
27852,259,71354,cellular response to interleukin-6,P
27850,259,30154,cell differentiation,P
27851,259,30643,cellular phosphate ion homeostasis,P
27849,259,165,MAPK cascade,P
27848,259,5105,type 1 fibroblast growth factor receptor binding,F
27847,259,4713,protein tyrosine kinase activity,F
27846,259,46934,"phosphatidylinositol-4,5-bisphosphate 3-kinase activity",F
27845,259,8083,growth factor activity,F
27844,259,5088,Ras guanyl-nucleotide exchange factor activity,F
27843,259,16303,1-phosphatidylinositol-3-kinase activity,F
14377,258,71398,cellular response to fatty acid,P
14378,258,32870,cellular response to hormone stimulus,P
14379,258,34614,cellular response to reactive oxygen species,P
14380,258,2024,diet induced thermogenesis,P
14381,258,1990542,mitochondrial transmembrane transport,P
14382,258,15992,proton transport,P
14383,258,15992,proton transport,P
14384,258,1903426,regulation of reactive oxygen species biosynthetic process,P
14385,258,6357,regulation of transcription from RNA polymerase II promoter,P
14386,258,31667,response to nutrient levels,P
14387,258,9266,response to temperature stimulus,P
14388,258,16021,integral component of membrane,C
14389,258,5743,mitochondrial inner membrane,C
14390,258,5743,mitochondrial inner membrane,C
14391,258,5739,mitochondrion,C
14399,257,6979,response to oxidative stress,P
14400,257,5829,cytosol,C
14401,257,70062,extracellular exosome,C
14402,257,5739,mitochondrion,C
14403,257,5634,nucleus,C
14443,256,1904639,cellular response to resveratrol,P
14444,256,97067,cellular response to thyroid hormone stimulus,P
14445,256,71560,cellular response to transforming growth factor beta stimulus,P
14446,256,71356,cellular response to tumor necrosis factor,P
14447,256,21549,cerebellum development,P
14448,256,32922,circadian regulation of gene expression,P
14449,256,7623,circadian rhythm,P
14450,256,7586,digestion,P
14451,256,19395,fatty acid oxidation,P
14452,256,51552,flavone metabolic process,P
14453,256,30900,forebrain development,P
14454,256,6012,galactose metabolic process,P
14455,256,6094,gluconeogenesis,P
14456,256,6397,mRNA processing,P
14457,256,7005,mitochondrion organization,P
14458,256,7005,mitochondrion organization,P
14459,256,422,mitophagy,P
14460,256,45820,negative regulation of glycolytic process,P
14461,256,90258,negative regulation of mitochondrial fission,P
14462,256,43524,negative regulation of neuron apoptotic process,P
14463,256,1901215,negative regulation of neuron death,P
14464,256,1933,negative regulation of protein phosphorylation,P
14465,256,2000272,negative regulation of receptor activity,P
14466,256,14912,negative regulation of smooth muscle cell migration,P
14467,256,48662,negative regulation of smooth muscle cell proliferation,P
14468,256,2001171,positive regulation of ATP biosynthetic process,P
14469,256,1901857,positive regulation of cellular respiration,P
14470,256,2000507,positive regulation of energy homeostasis,P
14471,256,46321,positive regulation of fatty acid oxidation,P
14472,256,1904635,positive regulation of glomerular visceral epithelial cell apoptotic process,P
14473,256,45722,positive regulation of gluconeogenesis,P
14474,256,35066,positive regulation of histone acetylation,P
14475,256,1901860,positive regulation of mitochondrial DNA metabolic process,P
14476,256,10822,positive regulation of mitochondrion organization,P
14477,256,10822,positive regulation of mitochondrion organization,P
14478,256,10822,positive regulation of mitochondrion organization,P
14479,256,1901863,positive regulation of muscle tissue development,P
14480,256,2000184,positive regulation of progesterone biosynthetic process,P
14481,256,51091,positive regulation of sequence-specific DNA binding transcription factor activity,P
14482,256,48661,positive regulation of smooth muscle cell proliferation,P
14483,256,45944,positive regulation of transcription from RNA polymerase II promoter,P
14484,256,45944,positive regulation of transcription from RNA polymerase II promoter,P
14485,256,45893,"positive regulation of transcription, DNA-templated",P
14486,256,45893,"positive regulation of transcription, DNA-templated",P
14487,256,6461,protein complex assembly,P
14488,256,50821,protein stabilization,P
14489,256,2000310,regulation of N-methyl-D-aspartate selective glutamate receptor activity,P
14490,256,42752,regulation of circadian rhythm,P
14491,256,6355,"regulation of transcription, DNA-templated",P
14492,256,22904,respiratory electron transport chain,P
14493,256,9409,response to cold,P
14494,256,2021,response to dietary excess,P
14495,256,42493,response to drug,P
14496,256,14878,response to electrical stimulus involved in regulation of muscle adaptation,P
14497,256,71871,response to epinephrine,P
14498,256,2931,response to ischemia,P
14499,256,43201,response to leucine,P
14500,256,1901558,response to metformin,P
14501,256,1904640,response to methionine,P
14502,256,14850,response to muscle activity,P
14503,256,71873,response to norepinephrine,P
14504,256,302,response to reactive oxygen species,P
14505,256,42594,response to starvation,P
14506,256,14732,skeletal muscle atrophy,P
14507,256,1659,temperature homeostasis,P
14508,256,6367,transcription initiation from RNA polymerase II promoter,P
14509,256,5665,"DNA-directed RNA polymerase II, core complex",C
14510,256,16605,PML body,C
14511,256,97440,apical dendrite,C
14512,256,22626,cytosolic ribosome,C
14513,256,1990844,interfibrillar mitochondrion,C
14514,256,43025,neuronal cell body,C
14515,256,5719,nuclear euchromatin,C
14516,256,5654,nucleoplasm,C
14517,256,5634,nucleus,C
14518,256,5634,nucleus,C
14519,256,5634,nucleus,C
14520,256,1990843,subsarcolemmal mitochondrion,C
14541,255,71377,cellular response to glucagon stimulus,P
14542,255,7626,locomotory behavior,P
14543,255,50885,neuromuscular process controlling balance,P
14544,255,7204,positive regulation of cytosolic calcium ion concentration,P
14545,255,61178,regulation of insulin secretion involved in cellular response to glucose stimulus,P
14546,255,3091,renal water homeostasis,P
14547,255,5929,cilium,C
14548,255,16021,integral component of membrane,C
14549,255,5622,intracellular,C
14550,255,5886,plasma membrane,C
14551,255,5886,plasma membrane,C
14552,255,5886,plasma membrane,C
14563,254,5576,extracellular region,C
14564,254,5576,extracellular region,C
14565,254,5576,extracellular region,C
14566,254,5615,extracellular space,C
14580,253,6355,"regulation of transcription, DNA-templated",P
14581,253,6351,"transcription, DNA-templated",P
14582,253,785,chromatin,C
14583,253,5737,cytoplasm,C
14584,253,5654,nucleoplasm,C
14600,252,32922,circadian regulation of gene expression,P
14601,252,32922,circadian regulation of gene expression,P
14602,252,32922,circadian regulation of gene expression,P
14603,252,7623,circadian rhythm,P
14604,252,16573,histone acetylation,P
14605,252,2000323,negative regulation of glucocorticoid receptor signaling pathway,P
14606,252,45892,"negative regulation of transcription, DNA-templated",P
14607,252,9648,photoperiodism,P
14608,252,51092,positive regulation of NF-kappaB transcription factor activity,P
14609,252,50729,positive regulation of inflammatory response,P
14610,252,45944,positive regulation of transcription from RNA polymerase II promoter,P
14611,252,45893,"positive regulation of transcription, DNA-templated",P
14612,252,45893,"positive regulation of transcription, DNA-templated",P
14613,252,43161,proteasome-mediated ubiquitin-dependent protein catabolic process,P
14614,252,42634,regulation of hair cycle,P
14615,252,50796,regulation of insulin secretion,P
14616,252,6357,regulation of transcription from RNA polymerase II promoter,P
14617,252,6355,"regulation of transcription, DNA-templated",P
14618,252,2000074,regulation of type B pancreatic cell development,P
14619,252,51775,response to redox state,P
14620,252,7165,signal transduction,P
14621,252,7283,spermatogenesis,P
14622,252,6366,transcription from RNA polymerase II promoter,P
14623,252,33391,chromatoid body,C
14624,252,5694,chromosome,C
14625,252,43231,intracellular membrane-bounded organelle,C
14626,252,5654,nucleoplasm,C
