id,hagrid,why,band,location_start,location_end,orientation,phenotype
229,232,functional,11q13.4,74000281,74009237,-1,"Mitochondrial uncoupling proteins create proton leaks across the inner mitochondrial membrane to uncouple oxidative phosphorylation from ATP synthesis resulting in energy being dissipated as heat. UCP3, whose gene has two splice variants, appears thus to be involved in thermogenesis. Some results from mice suggest that UCP3 might protect against oxidative damage [1449]. Mice overexpressing UCP3 in skeletal muscle are hyperphagic and lean [1456]. UCP3-null mice were normal, though production of reactive oxygen species was increased in mitochondria [1458]. Polymorphisms in the human UCP3 gene could be related to obesity and type 2 diabetes [1459]."
230,233,"upstream,putative",1p34,40258050,40294184,1,"ZMPSTE24 is a zinc metalloprotease involved in the post-translational processing of |LMNA| precursors. ZMPSTE24-null mice have a short lifespan and show some signs of accelerated ageing. Disruption of |TP53| in ZMPSTE24-null mice partly alleviates these symptoms [1472]. Mutations in ZMPSTE24 have been associated with human diseases, often due to the accumulation of |LMNA| precursors [1477]. It is possible that ZMPSTE24, maybe due to its association with |LMNA|, plays some role in human ageing."
231,234,mammal,3q28,189631427,189897279,1,"TP63 is a homologue of |TP53| that plays a role in development and oncogenesis by regulating proliferation and differentiation [1487]. This gene encodes several isoforms whose expression differs between tissues. TP63-null mice have major developmental defects [1489] and stem cells lacking p63 undergo a premature proliferative rundown in stratified epithelia [3669]. Heterozygous TP63 mice have a reduced lifespan (over 20% shorter than controls) and exhibit signs of premature ageing [1491]. Mutations in TP63 in humans have been associated with several disorders, including EEC which is characterized by ectrodactyly, ectodermal dysplasia, and facial clefts [1488]. Corneal dystrophy and premature menopause have also been associated with a mutation in TP63 [1942]."
232,235,model,11q13,73974671,73982844,-1,"Mitochondrial uncoupling proteins create proton leaks across the inner mitochondrial membrane to uncouple oxidative phosphorylation from ATP synthesis resulting in energy being dissipated as heat. Like similar proteins, UCP2 appears thus to be involved in thermogenesis. \n  +p In the fruit fly, overexpression of human UCP2 in adult neurons decreases oxidative damage and extends lifespan [1496]. Transgenic mice overexpressing UCP2 in hypocretin neurons have an elevated hypothalamic temperature which results in reduction of the core body temperature. These animals had increased energy efficiency and an extended lifespan [1932]. UCP2-null mice have a significantly shorter lifespan as a result of an accelerated aging process [1505]. The mice reach sexual maturity earlier and progress into an aging phenotype earlier, demonstrated by a decrease in body weight, increased neutrophil numbers, and earlier emergence of spontaneous ulcerative dermatitis. This accelerated aging seems to be driven by increased levels of circulating |IGF1|, indicating potential crosstalk between UPC2 and the |INS|/|IGF1| signalling pathway [4350]. In addition, UCP2-null mice have been shown to have increased glucose-stimulated |INS| secretion [1505]. In humans, UCP2 polymorphisms have been linked to obesity and are associated with longevity [1503].\n"
233,236,functional,8p11.2,42338455,42371813,1,"POLB is involved in DNA maintenance, replication, and recombination. It appears to play a role in DNA repair and it interacts with |WRN| [1520]. In mice, POLB haploinsufficiency increases cancer risk with age. While lifespan is not significantly altered, haploinsufficient mice may exhibit an increase in age-related mortality [1815]. POLB's role, if any, in human ageing remains to be determined."
234,237,functional,6p12,53497341,53545129,-1,"Glutamate-cysteine ligase, composed of GCLC and |GCLM|, catalyses the first step in glutathione synthesis. Overexpression of GCLC in fruit flies extended their mean lifespan by 24% [1551]. In humans, mutations in GCLC have been related to hemolytic anemia [1553] and susceptibility to myocardial infarction [1554]."
235,238,model,1p22.1,93885200,93909598,-1,"Glutamate-cysteine ligase, composed of |GCLC| and GCLM, catalyses the first step in glutathione synthesis. Overexpression of GCLM in fruit flies extended mean and maximum lifespan by up to 50% [1551]. In humans, polymorphisms in GCLM have been associated with myocardial infarction [1555]."
236,239,mammal,19p13.3,4174109,4182599,-1,"   In yeast, sirtuins regulate epigenetic gene silencing. SIRT6, a chromatin-associated protein, also appears to be involved in DNA repair. SIRT6-null mice are small, with low levels of |IGF1|, display evidence of genomic instability, and exhibit signs of premature ageing after 2-3 weeks [1590]. One of the roles of SIRT6 appears to be repression of L1 retrotransposons' activity, thus contributing to genome stability. This characteristic however declines over the course of ageing and in response to DNA damage [3634]. Overexpression of SIRT6 increases lifespan by 10-14.5% in mice males, but not in females [1966]. SIRT6 intraarticular injection is protective against chondrocyte degeneration [4347]. In mice overexpressing exogenous SIRT6 (MOSES mice) both lifespan and health span are increased. MOSES mice show improved glucose tolerance, younger hormonal profile, reduced age-related adipose inflammation and increased physical activity. MOSES mice fed on a high fat diet accumulate less fat and show improved glucose tolerance. These mice also show reduced levels of circulating |IGF1| [4360].\n   \n   +p In humans SIRT6 levels were reduced in the articular chondrocytes of osteoarthritis patients. In chondrocyte cell cultures SIRT6 overexpression supresses replicative senescence, thus inhibiting the inflammatory senescence associated secretory phenotype (SASP). The expression of |NFKB1| dependent genes is significantly attenuated by SIRT6 overexpression [4347]. As such, it is possible that SIRT6 plays a role in human ageing and could ameliorate age-related pathologies.\n"
237,240,mammal,10q26,123154244,123165370,1,"BUB3 is a mitotic spindle checkpoint gene encoding different isoforms. Haploinsufficiency of both BUB3 and |RAE1| in mice, but not haploinsufficiency of either gene by itself, reduces lifespan and appears to accelerate ageing [1594]. BUB3-null mice are embryonic lethal [1595]."
238,241,mammal,20q13.31,57351089,57378463,1,"In yeast, RAE1 is involved in RNA export. Probably, RAE1 is involved in nucleocytoplasmic transport. The RAE1 gene encodes different isoforms. Haploinsufficiency of both RAE1 and |BUB3| in mice, but not haploinsufficiency of either gene by itself, reduces lifespan and appears to accelerate ageing [1594]. RAE1-null mice are embryonic lethal [1597]. "
239,242,functional,12q23.2,102196459,102197845,-1,"PMCH is a cyclic neuropeptide that appears to be involved in a number of neuronal functions such as food intake [1599]. PMCH overexpression leads to obesity and insulin (|INS|) resistance [1598]. In contrast, PMCH null mice are resistant to ageing-associated increases in body weight and |INS| resistance [1601]. While it is dubious that PMCH is a major factor in ageing, it could play a role in some age-related changes."
240,87,downstream,16p13.3,2537964,2603190,1,"PDPK1 phosphorylates and activates |AKT1|, among other proteins, and appears to play a role in signal transduction and development, maybe by mediating the activation of |AKT1| by growth factors. The PDPK1 encodes three isoforms. In roundworms, PDPK1 has been associated with signals related to development and longevity [948]. Mice without PDPK1 die at embryonic stages, though mice with low levels of PDPK1 are viable and fertile despite a small body size [1633]."
