entrez_id,gene_symbol,gene_name,description,chr_loc,chr_start,chr_end,orientation,accession,unigene,omim,ensembl,hprd,species,alias,homologene
8493,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D","The protein encoded by this gene is a member of the PP2C family of Ser/Thr protein phosphatases. PP2C family members are known to be negative regulators of cell stress response pathways. The expression of this gene is induced in a p53-dependent manner in response to various environmental stresses. While being induced by tumor suppressor protein TP53/p53, this phosphatase negatively regulates the activity of p38 MAP kinase, MAPK/p38, through which it reduces the phosphorylation of p53, and in turn suppresses p53-mediated transcription and apoptosis. This phosphatase thus mediates a feedback regulation of p38-p53 signaling that contributes to growth inhibition and the suppression of stress induced apoptosis. This gene is located in a chromosomal region known to be amplified in breast cancer. The amplification of this gene has been detected in both breast cancer cell line and primary breast tumors, which suggests a role of this gene in cancer development. [provided by RefSeq, Jul 2008]",17q23.2,60600182,60666279,1,NG_023265,286073,605100,ENSG00000170836,,human,WIP1 PP2C-DELTA,31185
8550,MAPKAPK5,mitogen-activated protein kinase-activated protein kinase 5,"The protein encoded by this gene is a tumor suppressor and member of the serine/threonine kinase family. In response to cellular stress and proinflammatory cytokines, this kinase is activated through its phosphorylation by MAP kinases including MAPK1/ERK, MAPK14/p38-alpha, and MAPK11/p38-beta. The encoded protein is found in the nucleus but translocates to the cytoplasm upon phosphorylation and activation. This kinase phosphorylates heat shock protein HSP27 at its physiologically relevant sites. Two alternately spliced transcript variants of this gene encoding distinct isoforms have been reported. [provided by RefSeq, Nov 2012]",12q24.12-q24.13,111842227,111902224,1,,333120,606723,ENSG00000089022,,human,MK5 MK-5 PRAK MAPKAP-K5,69077
8553,BHLHE40,basic helix-loop-helix family member e40,"This gene encodes a basic helix-loop-helix protein expressed in various tissues. The encoded protein can interact with ARNTL or compete for E-box binding sites in the promoter of PER1 and repress CLOCK/ARNTL's transactivation of PER1. This gene is believed to be involved in the control of circadian rhythm and cell differentiation. [provided by RefSeq, Feb 2014]",3p26.1,4979411,4985180,1,,744856,604256,ENSG00000134107,,human,DEC1 HLHB2 BHLHB2 Clast5 SHARP2 STRA13 Stra14 SHARP-2,2722
8626,TP63,tumor protein p63,"This gene encodes a member of the p53 family of transcription factors. The functional domains of p53 family proteins include an N-terminal transactivation domain, a central DNA-binding domain and an oligomerization domain. Alternative splicing of this gene and the use of alternative promoters results in multiple transcript variants encoding different isoforms that vary in their functional properties. These isoforms function during skin development and maintenance, adult stem/progenitor cell regulation, heart development and premature aging. Some isoforms have been found to protect the germline by eliminating oocytes or testicular germ cells that have suffered DNA damage. Mutations in this gene are associated with ectodermal dysplasia, and cleft lip/palate syndrome 3 (EEC3); split-hand/foot malformation 4 (SHFM4); ankyloblepharon-ectodermal defects-cleft lip/palate; ADULT syndrome (acro-dermato-ungual-lacrimal-tooth); limb-mammary syndrome; Rap-Hodgkin syndrome (RHS); and orofacial cleft 8. [provided by RefSeq, Aug 2016]",3q28,189597114,189897278,1,NG_007550,137569,603273,ENSG00000073282,,human,AIS KET LMS NBP RHS p40 p51 p63 EEC3 OFC8 p73H p73L SHFM4 TP53L TP73L p53CP TP53CP B(p51A) B(p51B),31189
8651,SOCS1,suppressor of cytokine signaling 1,"This gene encodes a member of the STAT-induced STAT inhibitor (SSI), also known as suppressor of cytokine signaling (SOCS), family. SSI family members are cytokine-inducible negative regulators of cytokine signaling. The expression of this gene can be induced by a subset of cytokines, including IL2, IL3 erythropoietin (EPO), CSF2/GM-CSF, and interferon (IFN)-gamma. The protein encoded by this gene functions downstream of cytokine receptors, and takes part in a negative feedback loop to attenuate cytokine signaling. Knockout studies in mice suggested the role of this gene as a modulator of IFN-gamma action, which is required for normal postnatal growth and survival. [provided by RefSeq, Jul 2008]",16p13.13,11254416,11256181,-1,,50640,603597,ENSG00000185338,,human,JAB CIS1 SSI1 TIP3 CISH1 SSI-1 SOCS-1,2776
8727,CTNNAL1,catenin alpha like 1,,9q31.3,108942568,109013593,-1,,58488,604785,ENSG00000119326,,human,ACRP CLLP alpha-CATU,2815
8741,TNFSF13,TNF superfamily member 13,"The protein encoded by this gene is a member of the tumor necrosis factor (TNF) ligand family. This protein is a ligand for TNFRSF17/BCMA, a member of the TNF receptor family. This protein and its receptor are both found to be important for B cell development. In vitro experiments suggested that this protein may be able to induce apoptosis through its interaction with other TNF receptor family proteins such as TNFRSF6/FAS and TNFRSF14/HVEM. Alternative splicing results in multiple transcript variants. Some transcripts that skip the last exon of the upstream gene (TNFSF12) and continue into the second exon of this gene have been identified; such read-through transcripts are contained in GeneID 407977, TNFSF12-TNFSF13. [provided by RefSeq, Oct 2010]",17p13.1,7558291,7561607,1,NG_029949,54673,604472,ENSG00000161955,,human,APRIL CD256 TALL2 ZTNF2 TALL-2 TNLG7B TRDL-1 UNQ383/PRO715,56971
9064,MAP3K6,mitogen-activated protein kinase kinase kinase 6,"This gene encodes a serine/threonine protein kinase that forms a component of protein kinase-mediated signal transduction cascades. The encoded kinase participates in the regulation of vascular endothelial growth factor (VEGF) expression. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]",1p36.11,27355178,27368036,-1,NG_051309,194694,604468,ENSG00000142733,,human,ASK2 MEKK6 MAPKKK6,3435
9113,LATS1,large tumor suppressor kinase 1,"The protein encoded by this gene is a putative serine/threonine kinase that localizes to the mitotic apparatus and complexes with cell cycle controller CDC2 kinase in early mitosis. The protein is phosphorylated in a cell-cycle dependent manner, with late prophase phosphorylation remaining through metaphase. The N-terminal region of the protein binds CDC2 to form a complex showing reduced H1 histone kinase activity, indicating a role as a negative regulator of CDC2/cyclin A. In addition, the C-terminal kinase domain binds to its own N-terminal region, suggesting potential negative regulation through interference with complex formation via intramolecular binding. Biochemical and genetic data suggest a role as a tumor suppressor. This is supported by studies in knockout mice showing development of soft-tissue sarcomas, ovarian stromal cell tumors and a high sensitivity to carcinogenic treatments. [provided by RefSeq, Apr 2017]",6q25.1,149658152,149718255,-1,,549084,603473,ENSG00000131023,,human,wts WARTS,55843
9194,SLC16A7,solute carrier family 16 member 7,"This gene is a member of the monocarboxylate transporter family. Members in this family transport metabolites, such as lactate, pyruvate, and ketone bodies. The protein encoded by this gene catalyzes the proton-linked transport of monocarboxylates and has the highest affinity for pyruvate. This protein has been reported to be more highly expressed in prostate and colorectal cancer specimens when compared to control specimens. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2012]",12q14.1,59595933,59789854,1,,88156,603654,ENSG00000118596,,human,MCT2,20990
9232,PTTG1,pituitary tumor-transforming 1,"The encoded protein is a homolog of yeast securin proteins, which prevent separins from promoting sister chromatid separation. It is an anaphase-promoting complex (APC) substrate that associates with a separin until activation of the APC. The gene product has transforming activity in vitro and tumorigenic activity in vivo, and the gene is highly expressed in various tumors. The gene product contains 2 PXXP motifs, which are required for its transforming and tumorigenic activities, as well as for its stimulation of basic fibroblast growth factor expression. It also contains a destruction box (D box) that is required for its degradation by the APC. The acidic C-terminal region of the encoded protein can act as a transactivation domain. The gene product is mainly a cytosolic protein, although it partially localizes in the nucleus. Three transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Sep 2013]",5q33.3,160421806,160428743,1,,350966,604147,ENSG00000164611,,human,EAP1 PTTG HPTTG TUTR1,3110
9365,KL,klotho,"This gene encodes a type-I membrane protein that is related to beta-glucosidases. Reduced production of this protein has been observed in patients with chronic renal failure (CRF), and this may be one of the factors underlying the degenerative processes (e.g., arteriosclerosis, osteoporosis, and skin atrophy) seen in CRF. Also, mutations within this protein have been associated with ageing and bone loss. [provided by RefSeq, Jul 2008]",13q13.1,33016062,33066144,1,NG_011485,524953,604824,ENSG00000133116,,human,,68415
9531,BAG3,BCL2 associated athanogene 3,"BAG proteins compete with Hip for binding to the Hsc70/Hsp70 ATPase domain and promote substrate release. All the BAG proteins have an approximately 45-amino acid BAG domain near the C terminus but differ markedly in their N-terminal regions. The protein encoded by this gene contains a WW domain in the N-terminal region and a BAG domain in the C-terminal region. The BAG domains of BAG1, BAG2, and BAG3 interact specifically with the Hsc70 ATPase domain in vitro and in mammalian cells. All 3 proteins bind with high affinity to the ATPase domain of Hsc70 and inhibit its chaperone activity in a Hip-repressible manner. [provided by RefSeq, Jul 2008]",10q26.11,119651346,119677818,1,NG_016125,523309,603883,ENSG00000151929,,human,BIS MFM6 BAG-3 CAIR-1,3162
